Season,Position,Wins,Draws,Losses,GoalsScored,GoalsConceded,GoalDiff,Points,Clean_Sheet,Passes,PassesPerMatch,PassAccuracy%,Crosses,CrossAccuracy%,Total Expenditure (Millions £)
2015/16,9,14,9,15,41,55,-14,51,10,"16,342",430.05,79%,683,19%,11.8
2016/17,13,11,11,16,41,56,-15,44,11,"14,558",383.11,75%,718,24%,53.0
2017/18,19,7,12,19,35,68,-33,33,6,"12,892",339.26,72%,598,24%,76.1
2018/19,,,,,,,,,,,,,,,
2019/20,,,,,,,,,,,,,,,
2020/21,,,,,,,,,,,,,,,
2021/22,,,,,,,,,,,,,,,
2022/23,,,,,,,,,,,,,,,
