Season,Position,Wins,Draws,Losses,GoalsScored,GoalsConceded,GoalDiff,Points,Clean_Sheet,Passes,PassesPerMatch,PassAccuracy%,Crosses,CrossAccuracy%,Total Expenditure (Millions £)
2015/16,19,9,7,22,39,67,-28,34,5,"14,483",381.13,74%,818,22%,31.9
2016/17,,,,,,,,,,,,,,,
2017/18,,,,,,,,,,,,,,,
2018/19,,,,,,,,,,,,,,,
2019/20,20,5,6,27,26,75,-49,21,5,"17,362",456.89,80%,473,21%,0.83
2020/21,,,,,,,,,,,,,,,
2021/22,20,5,7,26,23,84,-61,22,6,"14,466",380.68,77%,568,22%,40.0
2022/23,,,,,,,,,,,,,,,
