Season,Position,Wins,Draws,Losses,GoalsScored,GoalsConceded,GoalDiff,Points,Clean_Sheet,Passes,PassesPerMatch,PassAccuracy%,Crosses,CrossAccuracy%,Total Expenditure (Millions £)
2015/16,,,,,,,,,,,,,,,
2016/17,,,,,,,,,,,,,,,
2017/18,,,,,,,,,,,,,,,
2018/19,,,,,,,,,,,,,,,
2019/20,,,,,,,,,,,,,,,
2020/21,,,,,,,,,,,,,,,
2021/22,13,13,7,18,48,56,-8,46,9,"14,604",384.32,74%,640,24%,26.1
2022/23,9,15,14,9,58,46,12,59,12,"13,920",366.32,75%,661,26%,56.0
